city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Hoa Binh	14/05/2024	26.50 °C	80.0%	6.1 mm	8.3 kph	7.0
Bac Ninh	14/05/2024	27.30 °C	75.0%	1.5 mm	19.8 kph	7.0
Vinh Phuc	14/05/2024	27.30 °C	76.0%	2.9 mm	15.8 kph	7.0
Phu Tho	14/05/2024	30.50 °C	67.0%	8.8 mm	12.6 kph	8.0
Hanoi	15/05/2024	27.40 °C	80.0%	12.6 mm	16.2 kph	7.0
Hung Yen	15/05/2024	27.30 °C	80.0%	1.9 mm	20.5 kph	7.0
Ha Nam	15/05/2024	27.40 °C	80.0%	4.7 mm	16.2 kph	7.0
Hoa Binh	15/05/2024	26.80 °C	82.0%	10.7 mm	7.9 kph	7.0
Bac Ninh	15/05/2024	27.80 °C	76.0%	12.6 mm	19.4 kph	7.0
Vinh Phuc	15/05/2024	27.40 °C	80.0%	12.6 mm	16.2 kph	7.0
Phu Tho	15/05/2024	31.10 °C	65.0%	7.5 mm	19.8 kph	8.0
Hanoi	16/05/2024	25.40 °C	85.0%	6.7 mm	10.8 kph	6.0
Hung Yen	16/05/2024	26.40 °C	76.0%	0.2 mm	19.1 kph	6.0
Ha Nam	16/05/2024	26.40 °C	84.0%	8.9 mm	19.8 kph	6.0
Hoa Binh	16/05/2024	24.80 °C	92.0%	10.7 mm	5.8 kph	6.0
Bac Ninh	16/05/2024	25.60 °C	81.0%	2.6 mm	13.7 kph	6.0
Vinh Phuc	16/05/2024	25.40 °C	85.0%	6.7 mm	10.8 kph	6.0
Phu Tho	16/05/2024	30.10 °C	71.0%	4.7 mm	18.4 kph	8.0
Hanoi	17/05/2024	26.40 °C	77.0%	3.6 mm	17.3 kph	7.0
Hung Yen	17/05/2024	26.70 °C	74.0%	0.4 mm	18.0 kph	7.0
Ha Nam	17/05/2024	26.50 °C	79.0%	0.7 mm	14.0 kph	6.0
Hoa Binh	17/05/2024	26.30 °C	81.0%	2.1 mm	8.3 kph	7.0
Bac Ninh	17/05/2024	26.20 °C	74.0%	0.7 mm	18.7 kph	7.0
Vinh Phuc	17/05/2024	26.40 °C	77.0%	3.6 mm	17.3 kph	7.0
Phu Tho	17/05/2024	30.50 °C	69.0%	3.1 mm	16.2 kph	7.0
Hanoi	18/05/2024	27.80 °C	84.0%	8.2 mm	12.6 kph	7.0
Hung Yen	18/05/2024	27.20 °C	87.0%	13.9 mm	15.1 kph	6.0
Ha Nam	18/05/2024	28.20 °C	82.0%	2.8 mm	18.0 kph	7.0
Hoa Binh	18/05/2024	27.80 °C	82.0%	2.3 mm	5.4 kph	7.0
Bac Ninh	18/05/2024	27.20 °C	85.0%	10.7 mm	14.0 kph	7.0
Vinh Phuc	18/05/2024	27.80 °C	84.0%	8.2 mm	12.6 kph	7.0
Phu Tho	18/05/2024	31.20 °C	62.0%	1.5 mm	19.4 kph	8.0
Hanoi	19/05/2024	27.20 °C	85.0%	13.6 mm	21.6 kph	7.0
Hung Yen	19/05/2024	27.10 °C	87.0%	18.9 mm	17.6 kph	7.0
Ha Nam	19/05/2024	28.80 °C	83.0%	23.2 mm	20.5 kph	7.0
Hoa Binh	19/05/2024	27.30 °C	89.0%	16.3 mm	12.6 kph	7.0
Bac Ninh	19/05/2024	26.80 °C	84.0%	10.2 mm	21.6 kph	7.0
Vinh Phuc	19/05/2024	27.20 °C	85.0%	13.6 mm	21.6 kph	7.0
Phu Tho	19/05/2024	30.80 °C	67.0%	9.2 mm	15.5 kph	8.0
Hanoi	20/05/2024	27.50 °C	79.0%	12.6 mm	17.6 kph	7.0
Hung Yen	20/05/2024	26.10 °C	87.0%	19.7 mm	16.2 kph	6.0
Ha Nam	20/05/2024	26.40 °C	86.0%	6.9 mm	14.8 kph	6.0
Hoa Binh	20/05/2024	26.20 °C	88.0%	15.3 mm	9.0 kph	6.0
Bac Ninh	20/05/2024	27.70 °C	76.0%	3.0 mm	20.9 kph	7.0
Vinh Phuc	20/05/2024	27.50 °C	79.0%	12.6 mm	17.6 kph	7.0
Phu Tho	20/05/2024	30.90 °C	66.0%	1.4 mm	14.0 kph	7.0
Hanoi	21/05/2024	27.80 °C	69.0%	0.3 mm	16.2 kph	7.0
Hung Yen	21/05/2024	27.20 °C	81.0%	3.9 mm	13.3 kph	7.0
Ha Nam	21/05/2024	27.50 °C	77.0%	0.5 mm	12.6 kph	7.0
Hoa Binh	21/05/2024	27.20 °C	70.0%	0.1 mm	6.8 kph	8.0
Bac Ninh	21/05/2024	28.10 °C	70.0%	1.2 mm	15.1 kph	7.0
Vinh Phuc	21/05/2024	27.80 °C	69.0%	0.3 mm	16.2 kph	7.0
Phu Tho	21/05/2024	29.60 °C	74.0%	21.0 mm	12.2 kph	7.0
Hanoi	22/05/2024	28.30 °C	73.0%	3.1 mm	10.8 kph	7.0
Hung Yen	22/05/2024	27.70 °C	79.0%	5.0 mm	9.7 kph	7.0
Ha Nam	22/05/2024	27.90 °C	77.0%	3.5 mm	11.2 kph	7.0
Hoa Binh	22/05/2024	26.30 °C	81.0%	5.0 mm	4.3 kph	6.0
Bac Ninh	22/05/2024	28.30 °C	73.0%	1.3 mm	13.0 kph	7.0
Vinh Phuc	22/05/2024	28.30 °C	73.0%	3.1 mm	10.8 kph	7.0
Phu Tho	22/05/2024	29.60 °C	74.0%	18.6 mm	11.5 kph	7.0
Hanoi	23/05/2024	28.20 °C	77.0%	9.5 mm	15.1 kph	7.0
Hung Yen	23/05/2024	27.50 °C	81.0%	6.9 mm	11.9 kph	7.0
Ha Nam	23/05/2024	27.60 °C	78.0%	1.4 mm	11.5 kph	7.0
Hoa Binh	23/05/2024	26.50 °C	83.0%	6.9 mm	7.6 kph	6.0
Bac Ninh	23/05/2024	28.10 °C	77.0%	4.1 mm	19.4 kph	7.0
Vinh Phuc	23/05/2024	28.20 °C	77.0%	9.5 mm	15.1 kph	7.0
Phu Tho	23/05/2024	30.40 °C	68.0%	2.0 mm	14.8 kph	7.0
Hanoi	24/05/2024	28.40 °C	73.0%	0.7 mm	17.6 kph	7.0
Hung Yen	24/05/2024	27.70 °C	77.0%	1.6 mm	16.6 kph	7.0
Ha Nam	24/05/2024	27.10 °C	80.0%	2.5 mm	15.1 kph	7.0
Hoa Binh	24/05/2024	26.80 °C	82.0%	9.7 mm	8.3 kph	7.0
Bac Ninh	24/05/2024	28.30 °C	74.0%	0.4 mm	20.5 kph	7.0
Vinh Phuc	24/05/2024	28.40 °C	73.0%	0.7 mm	17.6 kph	7.0
Phu Tho	24/05/2024	30.90 °C	64.0%	1.2 mm	19.8 kph	9.0
Hanoi	25/05/2024	28.80 °C	75.0%	3.6 mm	21.2 kph	7.0
Hung Yen	25/05/2024	28.00 °C	82.0%	4.1 mm	20.9 kph	7.0
Ha Nam	25/05/2024	27.30 °C	80.0%	1.0 mm	13.7 kph	7.0
Hoa Binh	25/05/2024	27.70 °C	81.0%	6.0 mm	9.7 kph	7.0
Bac Ninh	25/05/2024	28.50 °C	78.0%	1.4 mm	23.4 kph	7.0
Vinh Phuc	25/05/2024	28.80 °C	75.0%	3.6 mm	21.2 kph	7.0
Phu Tho	25/05/2024	31.00 °C	66.0%	3.4 mm	17.6 kph	8.0
Hanoi	26/05/2024	26.90 °C	84.0%	0.0 mm	14.4 kph	6.0
Hung Yen	26/05/2024	26.80 °C	91.0%	4.5 mm	18.0 kph	6.0
Ha Nam	26/05/2024	27.60 °C	83.0%	1.2 mm	15.8 kph	7.0
Hoa Binh	26/05/2024	26.60 °C	86.0%	0.1 mm	6.1 kph	6.0
Bac Ninh	26/05/2024	27.00 °C	86.0%	0.5 mm	18.0 kph	6.0
Vinh Phuc	26/05/2024	26.90 °C	84.0%	0.0 mm	14.4 kph	6.0
Phu Tho	26/05/2024	31.40 °C	64.0%	4.7 mm	15.5 kph	8.0
Hanoi	27/05/2024	27.00 °C	86.0%	0.0 mm	9.4 kph	6.0
Hung Yen	27/05/2024	27.60 °C	88.0%	0.0 mm	9.0 kph	7.0
Ha Nam	27/05/2024	29.20 °C	78.0%	0.0 mm	8.3 kph	7.0
Hoa Binh	27/05/2024	28.00 °C	81.0%	0.0 mm	6.5 kph	7.0
Bac Ninh	27/05/2024	26.90 °C	87.0%	0.0 mm	7.9 kph	6.0
Vinh Phuc	27/05/2024	27.00 °C	86.0%	0.0 mm	9.4 kph	6.0
Phu Tho	27/05/2024	32.00 °C	61.0%	1.2 mm	13.7 kph	8.0
Hanoi	28/05/2024	29.00 °C	76.0%	0.0 mm	7.2 kph	7.0
Hung Yen	28/05/2024	28.90 °C	79.0%	0.0 mm	10.1 kph	7.0
Ha Nam	28/05/2024	28.60 °C	78.0%	0.0 mm	11.5 kph	6.0
Hoa Binh	28/05/2024	27.40 °C	80.0%	0.1 mm	6.5 kph	6.0
Bac Ninh	28/05/2024	29.20 °C	76.0%	0.0 mm	11.5 kph	7.0
Vinh Phuc	28/05/2024	29.00 °C	76.0%	0.0 mm	7.2 kph	7.0
Phu Tho	28/05/2024	32.40 °C	58.0%	1.0 mm	20.2 kph	8.0
Hanoi	29/05/2024	29.20 °C	80.0%	0.1 mm	15.8 kph	7.0
Hung Yen	29/05/2024	28.50 °C	85.0%	0.8 mm	11.9 kph	7.0
Ha Nam	29/05/2024	29.60 °C	76.0%	0.0 mm	9.4 kph	7.0
Hoa Binh	29/05/2024	28.60 °C	83.0%	0.1 mm	7.2 kph	7.0
Bac Ninh	29/05/2024	29.40 °C	78.0%	0.1 mm	16.6 kph	7.0
Vinh Phuc	29/05/2024	29.20 °C	80.0%	0.1 mm	15.8 kph	7.0
Phu Tho	29/05/2024	30.40 °C	69.0%	5.4 mm	16.6 kph	7.0
Hanoi	30/05/2024	27.90 °C	86.0%	28.4 mm	22.7 kph	7.0
Hung Yen	30/05/2024	28.20 °C	86.0%	56.0 mm	23.8 kph	7.0
Ha Nam	30/05/2024	29.50 °C	84.0%	31.7 mm	21.2 kph	7.0
Hoa Binh	30/05/2024	27.80 °C	89.0%	28.1 mm	11.2 kph	7.0
Bac Ninh	30/05/2024	27.40 °C	86.0%	43.1 mm	23.8 kph	7.0
Vinh Phuc	30/05/2024	27.90 °C	86.0%	28.4 mm	22.7 kph	7.0
Phu Tho	30/05/2024	31.30 °C	63.0%	1.6 mm	22.0 kph	8.0
Hanoi	31/05/2024	26.10 °C	81.0%	6.7 mm	15.5 kph	6.0
Hung Yen	31/05/2024	26.20 °C	83.0%	7.6 mm	13.3 kph	6.0
Ha Nam	31/05/2024	24.80 °C	90.0%	16.4 mm	21.6 kph	6.0
Hoa Binh	31/05/2024	25.10 °C	91.0%	2.6 mm	6.1 kph	6.0
Bac Ninh	31/05/2024	25.80 °C	77.0%	2.8 mm	19.1 kph	6.0
Vinh Phuc	31/05/2024	26.10 °C	81.0%	6.7 mm	15.5 kph	6.0
Phu Tho	31/05/2024	29.60 °C	72.0%	22.6 mm	15.1 kph	7.0
Hanoi	01/06/2024	29.30 °C	67.0%	0.0 mm	15.1 kph	7.0
Hung Yen	01/06/2024	28.00 °C	74.0%	0.8 mm	12.2 kph	7.0
Ha Nam	01/06/2024	26.90 °C	83.0%	0.0 mm	11.5 kph	6.0
Hoa Binh	01/06/2024	27.40 °C	77.0%	0.3 mm	8.6 kph	7.0
Bac Ninh	01/06/2024	29.10 °C	65.0%	0.0 mm	11.9 kph	7.0
Vinh Phuc	01/06/2024	29.30 °C	67.0%	0.0 mm	15.1 kph	7.0
Phu Tho	01/06/2024	28.30 °C	78.0%	8.5 mm	13.7 kph	7.0
Hanoi	02/06/2024	29.40 °C	75.0%	2.6 mm	16.2 kph	7.0
Hung Yen	02/06/2024	29.00 °C	79.0%	2.0 mm	16.6 kph	7.0
Ha Nam	02/06/2024	28.30 °C	78.0%	0.7 mm	13.0 kph	7.0
Hoa Binh	02/06/2024	27.90 °C	81.0%	6.2 mm	7.2 kph	7.0
Bac Ninh	02/06/2024	29.20 °C	78.0%	1.0 mm	18.0 kph	7.0
Vinh Phuc	02/06/2024	29.40 °C	75.0%	2.6 mm	16.2 kph	7.0
Phu Tho	02/06/2024	29.40 °C	72.0%	1.3 mm	10.4 kph	7.0
Hanoi	03/06/2024	30.70 °C	72.0%	3.2 mm	16.2 kph	8.0
Hung Yen	03/06/2024	29.90 °C	78.0%	3.9 mm	14.8 kph	7.0
Ha Nam	03/06/2024	29.90 °C	72.0%	0.0 mm	15.5 kph	9.0
Hoa Binh	03/06/2024	29.80 °C	75.0%	5.1 mm	7.2 kph	7.0
Bac Ninh	03/06/2024	30.20 °C	76.0%	5.1 mm	16.2 kph	8.0
Vinh Phuc	03/06/2024	30.70 °C	72.0%	3.2 mm	16.2 kph	8.0
Phu Tho	03/06/2024	31.70 °C	60.0%	0.6 mm	16.2 kph	9.0
Hanoi	04/06/2024	27.30 °C	86.0%	20.5 mm	14.0 kph	6.0
Hung Yen	04/06/2024	29.20 °C	82.0%	16.7 mm	9.7 kph	7.0
Ha Nam	04/06/2024	29.10 °C	81.0%	15.3 mm	9.7 kph	7.0
Hoa Binh	04/06/2024	26.50 °C	93.0%	19.0 mm	6.1 kph	6.0
Bac Ninh	04/06/2024	27.10 °C	88.0%	31.7 mm	14.0 kph	6.0
Vinh Phuc	04/06/2024	27.30 °C	86.0%	20.5 mm	14.0 kph	6.0
Phu Tho	04/06/2024	31.60 °C	60.0%	2.0 mm	15.1 kph	8.0
Hanoi	05/06/2024	26.30 °C	87.0%	23.9 mm	19.1 kph	6.0
Hung Yen	05/06/2024	28.00 °C	83.0%	21.2 mm	13.3 kph	7.0
Ha Nam	05/06/2024	28.30 °C	83.0%	13.2 mm	16.6 kph	7.0
Hoa Binh	05/06/2024	25.70 °C	96.0%	29.1 mm	6.8 kph	6.0
Bac Ninh	05/06/2024	26.50 °C	84.0%	8.5 mm	20.9 kph	6.0
Vinh Phuc	05/06/2024	26.30 °C	87.0%	23.9 mm	19.1 kph	6.0
Phu Tho	05/06/2024	28.50 °C	74.0%	7.6 mm	15.5 kph	7.0
Hanoi	06/06/2024	23.90 °C	91.0%	10.3 mm	11.2 kph	5.0
Hung Yen	06/06/2024	25.70 °C	91.0%	13.3 mm	7.2 kph	6.0
Ha Nam	06/06/2024	25.70 °C	89.0%	6.7 mm	13.7 kph	6.0
Hoa Binh	06/06/2024	23.80 °C	96.0%	25.4 mm	4.0 kph	5.0
Bac Ninh	06/06/2024	24.00 °C	90.0%	7.5 mm	13.3 kph	5.0
Vinh Phuc	06/06/2024	23.90 °C	91.0%	10.3 mm	11.2 kph	5.0
Phu Tho	06/06/2024	29.20 °C	70.0%	9.4 mm	14.4 kph	7.0
Hanoi	07/06/2024	27.20 °C	85.0%	8.5 mm	10.1 kph	7.0
Hung Yen	07/06/2024	27.50 °C	85.0%	7.8 mm	11.2 kph	6.0
Ha Nam	07/06/2024	27.20 °C	86.0%	0.7 mm	9.4 kph	7.0
Hoa Binh	07/06/2024	26.10 °C	87.0%	10.3 mm	5.4 kph	6.0
Bac Ninh	07/06/2024	27.50 °C	83.0%	4.1 mm	11.9 kph	7.0
Vinh Phuc	07/06/2024	27.20 °C	85.0%	8.5 mm	10.1 kph	7.0
Phu Tho	07/06/2024	31.20 °C	62.0%	5.1 mm	14.8 kph	8.0
Hanoi	08/06/2024	27.40 °C	89.0%	28.3 mm	8.6 kph	6.0
Hung Yen	08/06/2024	27.90 °C	85.0%	9.0 mm	20.9 kph	7.0
Ha Nam	08/06/2024	28.60 °C	84.0%	9.3 mm	6.8 kph	7.0
Hoa Binh	08/06/2024	26.70 °C	94.0%	12.6 mm	4.3 kph	6.0
Bac Ninh	08/06/2024	27.60 °C	86.0%	17.1 mm	14.4 kph	7.0
Vinh Phuc	08/06/2024	27.40 °C	89.0%	28.3 mm	8.6 kph	6.0
Phu Tho	08/06/2024	30.50 °C	67.0%	5.7 mm	13.7 kph	7.0
Hanoi	09/06/2024	27.90 °C	84.0%	20.7 mm	15.5 kph	7.0
Hung Yen	09/06/2024	27.00 °C	89.0%	28.2 mm	16.2 kph	6.0
Ha Nam	09/06/2024	28.40 °C	84.0%	10.6 mm	10.8 kph	7.0
Hoa Binh	09/06/2024	26.30 °C	93.0%	22.6 mm	6.1 kph	6.0
Bac Ninh	09/06/2024	27.90 °C	84.0%	17.8 mm	21.6 kph	7.0
Vinh Phuc	09/06/2024	27.90 °C	84.0%	20.7 mm	15.5 kph	7.0
Phu Tho	09/06/2024	27.70 °C	79.0%	18.6 mm	15.8 kph	7.0
Hanoi	10/06/2024	27.30 °C	88.0%	37.5 mm	13.3 kph	7.0
Hung Yen	10/06/2024	27.90 °C	85.0%	18.3 mm	20.9 kph	7.0
Ha Nam	10/06/2024	28.70 °C	83.0%	13.2 mm	11.9 kph	7.0
Hoa Binh	10/06/2024	26.80 °C	92.0%	24.0 mm	4.0 kph	7.0
Bac Ninh	10/06/2024	27.60 °C	86.0%	38.2 mm	22.3 kph	7.0
Vinh Phuc	10/06/2024	27.30 °C	88.0%	37.5 mm	13.3 kph	7.0
Phu Tho	10/06/2024	26.50 °C	83.0%	11.6 mm	25.2 kph	7.0
Hanoi	11/06/2024	28.50 °C	84.0%	5.3 mm	14.0 kph	7.0
Hung Yen	11/06/2024	28.30 °C	84.0%	2.9 mm	15.1 kph	7.0
Ha Nam	11/06/2024	29.40 °C	80.0%	1.4 mm	14.0 kph	7.0
Hoa Binh	11/06/2024	27.90 °C	89.0%	6.0 mm	7.2 kph	7.0
Bac Ninh	11/06/2024	27.80 °C	85.0%	8.1 mm	16.6 kph	7.0
Vinh Phuc	11/06/2024	28.50 °C	84.0%	5.3 mm	14.0 kph	7.0
Phu Tho	11/06/2024	29.20 °C	70.0%	6.2 mm	16.6 kph	7.0
Hanoi	12/06/2024	31.10 °C	73.0%	0.3 mm	18.4 kph	8.0
Hung Yen	12/06/2024	29.90 °C	79.0%	0.4 mm	16.6 kph	7.0
Ha Nam	12/06/2024	30.40 °C	72.0%	0.0 mm	17.3 kph	9.0
Hoa Binh	12/06/2024	29.60 °C	80.0%	0.4 mm	6.5 kph	7.0
Bac Ninh	12/06/2024	30.40 °C	75.0%	1.8 mm	20.2 kph	8.0
Vinh Phuc	12/06/2024	31.10 °C	73.0%	0.3 mm	18.4 kph	8.0
Phu Tho	12/06/2024	30.60 °C	63.0%	0.0 mm	16.9 kph	8.0
Hanoi	13/06/2024	31.50 °C	70.0%	0.0 mm	10.8 kph	8.0
Hung Yen	13/06/2024	30.50 °C	77.0%	0.1 mm	13.0 kph	8.0
Ha Nam	13/06/2024	31.80 °C	63.0%	0.0 mm	17.3 kph	9.0
Hoa Binh	13/06/2024	30.60 °C	70.0%	0.0 mm	9.4 kph	8.0
Bac Ninh	13/06/2024	30.80 °C	73.0%	0.0 mm	14.8 kph	8.0
Vinh Phuc	13/06/2024	31.50 °C	70.0%	0.0 mm	10.8 kph	8.0
Phu Tho	13/06/2024	31.00 °C	62.0%	0.1 mm	15.8 kph	8.0
Hanoi	14/06/2024	31.70 °C	65.0%	4.2 mm	16.6 kph	8.0
Hung Yen	14/06/2024	30.40 °C	74.0%	2.1 mm	7.9 kph	7.0
Ha Nam	14/06/2024	31.70 °C	64.0%	0.0 mm	12.2 kph	9.0
Hoa Binh	14/06/2024	30.30 °C	71.0%	4.6 mm	9.7 kph	8.0
Bac Ninh	14/06/2024	30.50 °C	74.0%	9.6 mm	14.4 kph	7.0
Vinh Phuc	14/06/2024	31.70 °C	65.0%	4.2 mm	16.6 kph	8.0
Phu Tho	14/06/2024	31.20 °C	63.0%	0.3 mm	19.4 kph	8.0
Hanoi	15/06/2024	28.30 °C	84.0%	2.5 mm	10.8 kph	7.0
Hung Yen	15/06/2024	29.10 °C	82.0%	6.3 mm	7.9 kph	7.0
Ha Nam	15/06/2024	30.50 °C	75.0%	12.8 mm	12.2 kph	8.0
Hoa Binh	15/06/2024	27.20 °C	91.0%	5.0 mm	4.0 kph	6.0
Bac Ninh	15/06/2024	28.40 °C	85.0%	5.7 mm	9.0 kph	7.0
Vinh Phuc	15/06/2024	28.30 °C	84.0%	2.5 mm	10.8 kph	7.0
Phu Tho	15/06/2024	30.90 °C	66.0%	12.5 mm	15.8 kph	8.0
Hanoi	16/06/2024	27.10 °C	89.0%	7.6 mm	9.4 kph	6.0
Hung Yen	16/06/2024	28.70 °C	81.0%	4.8 mm	10.4 kph	7.0
Ha Nam	16/06/2024	29.60 °C	81.0%	1.9 mm	10.1 kph	7.0
Hoa Binh	16/06/2024	25.70 °C	94.0%	12.4 mm	6.8 kph	6.0
Bac Ninh	16/06/2024	26.70 °C	90.0%	7.2 mm	8.3 kph	6.0
Vinh Phuc	16/06/2024	27.10 °C	89.0%	7.6 mm	9.4 kph	6.0
Phu Tho	16/06/2024	30.70 °C	65.0%	5.0 mm	16.6 kph	8.0
Hanoi	17/06/2024	30.60 °C	77.0%	4.4 mm	10.4 kph	8.0
Hung Yen	17/06/2024	30.50 °C	79.0%	18.4 mm	15.1 kph	7.0
Ha Nam	17/06/2024	31.20 °C	71.0%	2.4 mm	13.3 kph	8.0
Hoa Binh	17/06/2024	29.30 °C	81.0%	2.9 mm	5.0 kph	7.0
Bac Ninh	17/06/2024	29.50 °C	83.0%	23.6 mm	10.8 kph	7.0
Vinh Phuc	17/06/2024	30.60 °C	77.0%	4.4 mm	10.4 kph	8.0
Phu Tho	17/06/2024	30.20 °C	65.0%	3.3 mm	18.4 kph	8.0
Hanoi	18/06/2024	30.60 °C	73.0%	7.0 mm	6.5 kph	8.0
Hung Yen	18/06/2024	29.80 °C	80.0%	2.3 mm	13.0 kph	7.0
Ha Nam	18/06/2024	31.10 °C	68.0%	2.1 mm	11.2 kph	9.0
Hoa Binh	18/06/2024	29.60 °C	79.0%	4.2 mm	5.0 kph	8.0
Bac Ninh	18/06/2024	29.60 °C	76.0%	13.6 mm	12.6 kph	7.0
Vinh Phuc	18/06/2024	30.60 °C	73.0%	7.0 mm	6.5 kph	8.0
Phu Tho	18/06/2024	29.90 °C	67.0%	1.9 mm	14.4 kph	8.0
Hanoi	19/06/2024	30.40 °C	75.0%	1.8 mm	14.0 kph	8.0
Hung Yen	19/06/2024	30.40 °C	76.0%	7.2 mm	16.6 kph	7.0
Ha Nam	19/06/2024	31.00 °C	69.0%	1.6 mm	13.7 kph	8.0
Hoa Binh	19/06/2024	29.50 °C	83.0%	2.2 mm	5.0 kph	7.0
Bac Ninh	19/06/2024	29.70 °C	79.0%	8.7 mm	18.0 kph	7.0
Vinh Phuc	19/06/2024	30.40 °C	75.0%	1.8 mm	14.0 kph	8.0
Phu Tho	19/06/2024	30.50 °C	64.0%	0.7 mm	19.8 kph	7.0
Hanoi	20/06/2024	32.30 °C	67.0%	0.1 mm	20.5 kph	8.0
Hung Yen	20/06/2024	31.00 °C	73.0%	0.9 mm	20.9 kph	8.0
Ha Nam	20/06/2024	31.20 °C	70.0%	3.7 mm	19.1 kph	8.0
Hoa Binh	20/06/2024	30.90 °C	73.0%	0.4 mm	7.9 kph	8.0
Bac Ninh	20/06/2024	31.20 °C	71.0%	0.5 mm	25.6 kph	8.0
Vinh Phuc	20/06/2024	32.30 °C	67.0%	0.1 mm	20.5 kph	8.0
Phu Tho	20/06/2024	28.30 °C	76.0%	17.5 mm	16.2 kph	7.0
Hanoi	21/06/2024	31.50 °C	72.0%	13.5 mm	20.5 kph	8.0
Hung Yen	21/06/2024	30.70 °C	75.0%	2.0 mm	23.0 kph	7.0
Ha Nam	21/06/2024	31.20 °C	73.0%	3.4 mm	16.6 kph	8.0
Hoa Binh	21/06/2024	29.80 °C	77.0%	7.2 mm	9.7 kph	8.0
Bac Ninh	21/06/2024	30.70 °C	74.0%	10.1 mm	25.6 kph	8.0
Vinh Phuc	21/06/2024	31.50 °C	72.0%	13.5 mm	20.5 kph	8.0
Phu Tho	21/06/2024	25.40 °C	91.0%	44.0 mm	12.2 kph	6.0
Hanoi	22/06/2024	31.00 °C	72.0%	1.0 mm	19.8 kph	7.0
Hung Yen	22/06/2024	30.40 °C	74.0%	0.3 mm	21.6 kph	7.0
Ha Nam	22/06/2024	30.80 °C	77.0%	3.9 mm	18.7 kph	8.0
Hoa Binh	22/06/2024	28.80 °C	84.0%	7.5 mm	6.8 kph	7.0
Bac Ninh	22/06/2024	30.50 °C	73.0%	0.3 mm	23.0 kph	7.0
Vinh Phuc	22/06/2024	31.00 °C	72.0%	1.0 mm	19.8 kph	7.0
Phu Tho	22/06/2024	26.70 °C	84.0%	23.7 mm	20.9 kph	7.0
Hanoi	23/06/2024	30.50 °C	73.0%	3.2 mm	16.9 kph	7.0
Hung Yen	23/06/2024	29.90 °C	75.0%	5.9 mm	19.8 kph	7.0
Ha Nam	23/06/2024	29.80 °C	77.0%	8.3 mm	16.6 kph	7.0
Hoa Binh	23/06/2024	27.60 °C	82.0%	7.7 mm	7.9 kph	7.0
Bac Ninh	23/06/2024	30.30 °C	74.0%	3.7 mm	14.8 kph	8.0
Vinh Phuc	23/06/2024	30.50 °C	73.0%	3.2 mm	16.9 kph	7.0
Phu Tho	23/06/2024	24.70 °C	90.0%	8.2 mm	23.4 kph	6.0
Hanoi	24/06/2024	28.80 °C	78.0%	11.1 mm	15.5 kph	7.0
Hung Yen	24/06/2024	27.50 °C	86.0%	11.0 mm	14.0 kph	6.0
Ha Nam	24/06/2024	27.50 °C	85.0%	8.2 mm	9.0 kph	6.0
Hoa Binh	24/06/2024	27.00 °C	89.0%	28.2 mm	5.8 kph	6.0
Bac Ninh	24/06/2024	28.20 °C	81.0%	9.4 mm	15.1 kph	7.0
Vinh Phuc	24/06/2024	28.80 °C	78.0%	11.1 mm	15.5 kph	7.0
Phu Tho	24/06/2024	25.50 °C	87.0%	14.0 mm	15.5 kph	6.0
Hanoi	25/06/2024	28.80 °C	79.0%	22.8 mm	15.1 kph	7.0
Hung Yen	25/06/2024	28.30 °C	82.0%	15.9 mm	19.8 kph	7.0
Ha Nam	25/06/2024	28.30 °C	81.0%	8.9 mm	14.4 kph	7.0
Hoa Binh	25/06/2024	27.00 °C	90.0%	27.9 mm	5.8 kph	6.0
Bac Ninh	25/06/2024	28.60 °C	80.0%	18.6 mm	21.2 kph	7.0
Vinh Phuc	25/06/2024	28.80 °C	79.0%	22.8 mm	15.1 kph	7.0
Phu Tho	25/06/2024	24.60 °C	93.0%	14.2 mm	9.4 kph	6.0
Hanoi	26/06/2024	27.90 °C	82.0%	24.7 mm	16.9 kph	7.0
Hung Yen	26/06/2024	28.00 °C	81.0%	16.7 mm	19.4 kph	7.0
Ha Nam	26/06/2024	28.30 °C	82.0%	23.4 mm	13.7 kph	7.0
Hoa Binh	26/06/2024	26.20 °C	93.0%	27.1 mm	6.1 kph	6.0
Bac Ninh	26/06/2024	27.80 °C	82.0%	20.8 mm	18.7 kph	7.0
Vinh Phuc	26/06/2024	27.90 °C	82.0%	24.7 mm	16.9 kph	7.0
Phu Tho	26/06/2024	26.80 °C	82.0%	16.7 mm	9.7 kph	7.0
Hanoi	27/06/2024	28.50 °C	79.0%	7.0 mm	18.7 kph	7.0
Hung Yen	27/06/2024	28.70 °C	78.0%	7.3 mm	19.8 kph	7.0
Ha Nam	27/06/2024	28.40 °C	82.0%	10.8 mm	16.6 kph	7.0
Hoa Binh	27/06/2024	27.10 °C	89.0%	9.2 mm	8.6 kph	6.0
Bac Ninh	27/06/2024	28.40 °C	79.0%	9.8 mm	22.3 kph	7.0
Vinh Phuc	27/06/2024	28.50 °C	79.0%	7.0 mm	18.7 kph	7.0
Phu Tho	27/06/2024	27.30 °C	82.0%	17.5 mm	12.2 kph	6.0
Hanoi	28/06/2024	29.50 °C	78.0%	8.4 mm	20.5 kph	7.0
Hung Yen	28/06/2024	28.40 °C	86.0%	12.3 mm	22.7 kph	7.0
