city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Binh Phuoc	10/05/2024	31.20 °C	64.0%	0.5 mm	26.3 kph	8.0
Dong Nai	10/05/2024	26.00 °C	87.0%	14.6 mm	12.2 kph	7.0
Ba Ria Vung Tau	10/05/2024	30.30 °C	72.0%	0.9 mm	29.5 kph	7.0
Tien Giang	10/05/2024	25.90 °C	84.0%	0.8 mm	21.6 kph	6.0
Tay Ninh	10/05/2024	30.70 °C	65.0%	7.3 mm	24.8 kph	8.0
Binh Duong	10/05/2024	26.80 °C	78.0%	0.1 mm	19.1 kph	8.0
Ho Chi Minh City	11/05/2024	31.70 °C	61.0%	1.8 mm	20.9 kph	8.0
Binh Phuoc	11/05/2024	31.60 °C	63.0%	4.5 mm	20.5 kph	8.0
Dong Nai	11/05/2024	26.60 °C	82.0%	3.2 mm	24.1 kph	7.0
Ba Ria Vung Tau	11/05/2024	30.50 °C	74.0%	12.2 mm	33.5 kph	7.0
Tien Giang	11/05/2024	28.30 °C	79.0%	0.8 mm	19.1 kph	7.0
Tay Ninh	11/05/2024	31.70 °C	62.0%	5.4 mm	20.9 kph	8.0
Binh Duong	11/05/2024	27.40 °C	82.0%	1.4 mm	21.6 kph	7.0
Ho Chi Minh City	12/05/2024	31.40 °C	64.0%	1.9 mm	16.6 kph	8.0
Binh Phuoc	12/05/2024	30.70 °C	68.0%	6.8 mm	15.8 kph	8.0
Dong Nai	12/05/2024	27.50 °C	83.0%	13.7 mm	17.3 kph	7.0
Ba Ria Vung Tau	12/05/2024	30.10 °C	75.0%	9.8 mm	23.8 kph	7.0
Tien Giang	12/05/2024	27.60 °C	84.0%	34.2 mm	12.2 kph	7.0
Tay Ninh	12/05/2024	31.30 °C	64.0%	4.3 mm	18.7 kph	8.0
Binh Duong	12/05/2024	27.90 °C	81.0%	2.9 mm	20.2 kph	7.0
Ho Chi Minh City	13/05/2024	30.70 °C	66.0%	11.6 mm	16.6 kph	8.0
Binh Phuoc	13/05/2024	30.50 °C	68.0%	13.5 mm	13.3 kph	7.0
Dong Nai	13/05/2024	26.20 °C	89.0%	11.2 mm	10.4 kph	6.0
Ba Ria Vung Tau	13/05/2024	29.70 °C	75.0%	13.3 mm	19.8 kph	7.0
Tien Giang	13/05/2024	26.00 °C	81.0%	20.4 mm	14.8 kph	6.0
Tay Ninh	13/05/2024	31.20 °C	63.0%	4.3 mm	15.5 kph	8.0
Binh Duong	13/05/2024	27.70 °C	80.0%	3.0 mm	16.9 kph	7.0
Ho Chi Minh City	14/05/2024	30.50 °C	67.0%	8.8 mm	12.6 kph	8.0
Binh Phuoc	14/05/2024	30.10 °C	70.0%	10.3 mm	12.6 kph	7.0
Dong Nai	14/05/2024	27.10 °C	81.0%	2.9 mm	12.6 kph	6.0
Ba Ria Vung Tau	14/05/2024	29.70 °C	76.0%	19.1 mm	21.2 kph	7.0
Tien Giang	14/05/2024	27.30 °C	76.0%	2.9 mm	15.8 kph	7.0
Tay Ninh	14/05/2024	31.00 °C	63.0%	3.6 mm	13.3 kph	7.0
Binh Duong	14/05/2024	27.10 °C	82.0%	2.0 mm	18.0 kph	7.0
Ho Chi Minh City	15/05/2024	31.10 °C	65.0%	7.5 mm	19.8 kph	8.0
Binh Phuoc	15/05/2024	31.00 °C	66.0%	10.3 mm	18.4 kph	8.0
Dong Nai	15/05/2024	27.40 °C	80.0%	0.6 mm	13.0 kph	7.0
Ba Ria Vung Tau	15/05/2024	30.30 °C	75.0%	13.8 mm	29.5 kph	7.0
Tien Giang	15/05/2024	27.40 °C	80.0%	12.6 mm	16.2 kph	7.0
Tay Ninh	15/05/2024	31.10 °C	65.0%	5.4 mm	26.6 kph	8.0
Binh Duong	15/05/2024	27.50 °C	80.0%	9.2 mm	18.4 kph	7.0
Ho Chi Minh City	16/05/2024	30.10 °C	71.0%	4.7 mm	18.4 kph	8.0
Binh Phuoc	16/05/2024	29.40 °C	76.0%	10.4 mm	17.6 kph	7.0
Dong Nai	16/05/2024	27.40 °C	80.0%	4.4 mm	13.0 kph	7.0
Ba Ria Vung Tau	16/05/2024	29.80 °C	76.0%	13.9 mm	26.6 kph	7.0
Tien Giang	16/05/2024	25.40 °C	85.0%	6.7 mm	10.8 kph	6.0
Tay Ninh	16/05/2024	30.10 °C	71.0%	21.2 mm	18.4 kph	7.0
Binh Duong	16/05/2024	27.40 °C	81.0%	3.7 mm	15.8 kph	7.0
Ho Chi Minh City	17/05/2024	30.50 °C	69.0%	3.1 mm	16.2 kph	7.0
Binh Phuoc	17/05/2024	30.00 °C	72.0%	9.9 mm	17.3 kph	7.0
Dong Nai	17/05/2024	26.90 °C	83.0%	4.7 mm	13.7 kph	7.0
Ba Ria Vung Tau	17/05/2024	29.80 °C	75.0%	2.1 mm	21.6 kph	7.0
Tien Giang	17/05/2024	26.40 °C	77.0%	3.6 mm	17.3 kph	7.0
Tay Ninh	17/05/2024	31.20 °C	65.0%	2.7 mm	16.6 kph	8.0
Binh Duong	17/05/2024	27.40 °C	81.0%	1.8 mm	16.9 kph	7.0
Ho Chi Minh City	18/05/2024	31.20 °C	62.0%	1.5 mm	19.4 kph	8.0
Binh Phuoc	18/05/2024	31.00 °C	63.0%	0.4 mm	19.1 kph	9.0
Dong Nai	18/05/2024	28.60 °C	80.0%	0.4 mm	12.2 kph	7.0
Ba Ria Vung Tau	18/05/2024	29.80 °C	71.0%	0.6 mm	20.5 kph	7.0
Tien Giang	18/05/2024	27.80 °C	84.0%	8.2 mm	12.6 kph	7.0
Tay Ninh	18/05/2024	31.60 °C	62.0%	3.2 mm	20.9 kph	9.0
Binh Duong	18/05/2024	27.40 °C	84.0%	21.1 mm	20.5 kph	7.0
Ho Chi Minh City	19/05/2024	30.80 °C	67.0%	9.2 mm	15.5 kph	8.0
Binh Phuoc	19/05/2024	30.50 °C	70.0%	6.7 mm	15.1 kph	8.0
Dong Nai	19/05/2024	29.40 °C	78.0%	11.9 mm	24.5 kph	8.0
Ba Ria Vung Tau	19/05/2024	29.80 °C	75.0%	11.2 mm	25.2 kph	7.0
Tien Giang	19/05/2024	27.20 °C	85.0%	13.6 mm	21.6 kph	7.0
Tay Ninh	19/05/2024	31.10 °C	64.0%	7.5 mm	19.4 kph	8.0
Binh Duong	19/05/2024	27.80 °C	80.0%	29.8 mm	22.0 kph	7.0
Ho Chi Minh City	20/05/2024	30.90 °C	66.0%	1.4 mm	14.0 kph	7.0
Binh Phuoc	20/05/2024	30.90 °C	66.0%	2.9 mm	11.9 kph	8.0
Dong Nai	20/05/2024	26.50 °C	89.0%	40.0 mm	19.4 kph	6.0
Ba Ria Vung Tau	20/05/2024	29.70 °C	76.0%	13.3 mm	22.3 kph	7.0
Tien Giang	20/05/2024	27.50 °C	79.0%	12.6 mm	17.6 kph	7.0
Tay Ninh	20/05/2024	31.90 °C	62.0%	0.8 mm	19.1 kph	8.0
Binh Duong	20/05/2024	27.10 °C	85.0%	5.3 mm	23.0 kph	6.0
Ho Chi Minh City	21/05/2024	29.60 °C	74.0%	21.0 mm	12.2 kph	7.0
Binh Phuoc	21/05/2024	29.60 °C	74.0%	17.8 mm	13.3 kph	7.0
Dong Nai	21/05/2024	26.40 °C	84.0%	6.8 mm	9.7 kph	6.0
Ba Ria Vung Tau	21/05/2024	29.60 °C	75.0%	15.5 mm	20.2 kph	7.0
Tien Giang	21/05/2024	27.80 °C	69.0%	0.3 mm	16.2 kph	7.0
Tay Ninh	21/05/2024	30.70 °C	67.0%	10.5 mm	15.8 kph	7.0
Binh Duong	21/05/2024	26.00 °C	88.0%	9.6 mm	9.7 kph	6.0
Ho Chi Minh City	22/05/2024	29.60 °C	74.0%	18.6 mm	11.5 kph	7.0
Binh Phuoc	22/05/2024	29.30 °C	76.0%	17.6 mm	9.4 kph	7.0
Dong Nai	22/05/2024	26.40 °C	82.0%	2.4 mm	9.0 kph	6.0
Ba Ria Vung Tau	22/05/2024	29.70 °C	73.0%	4.1 mm	13.3 kph	7.0
Tien Giang	22/05/2024	28.30 °C	73.0%	3.1 mm	10.8 kph	7.0
Tay Ninh	22/05/2024	29.80 °C	71.0%	8.9 mm	11.5 kph	7.0
Binh Duong	22/05/2024	26.60 °C	84.0%	4.5 mm	13.0 kph	6.0
Ho Chi Minh City	23/05/2024	30.40 °C	68.0%	2.0 mm	14.8 kph	7.0
Binh Phuoc	23/05/2024	30.00 °C	70.0%	5.2 mm	13.0 kph	7.0
Dong Nai	23/05/2024	25.80 °C	84.0%	0.5 mm	9.4 kph	6.0
Ba Ria Vung Tau	23/05/2024	29.80 °C	73.0%	2.9 mm	15.5 kph	7.0
Tien Giang	23/05/2024	28.20 °C	77.0%	9.5 mm	15.1 kph	7.0
Tay Ninh	23/05/2024	29.90 °C	71.0%	7.3 mm	15.8 kph	7.0
Binh Duong	23/05/2024	26.40 °C	86.0%	2.7 mm	10.4 kph	6.0
Ho Chi Minh City	24/05/2024	30.90 °C	64.0%	1.2 mm	19.8 kph	9.0
Binh Phuoc	24/05/2024	30.40 °C	67.0%	2.4 mm	18.4 kph	9.0
Dong Nai	24/05/2024	25.70 °C	88.0%	2.1 mm	6.8 kph	6.0
Ba Ria Vung Tau	24/05/2024	29.70 °C	73.0%	0.6 mm	19.1 kph	8.0
Tien Giang	24/05/2024	28.40 °C	73.0%	0.7 mm	17.6 kph	7.0
Tay Ninh	24/05/2024	31.00 °C	65.0%	1.4 mm	22.7 kph	8.0
Binh Duong	24/05/2024	26.20 °C	89.0%	21.1 mm	12.2 kph	6.0
Ho Chi Minh City	25/05/2024	31.00 °C	66.0%	3.4 mm	17.6 kph	8.0
Binh Phuoc	25/05/2024	30.90 °C	67.0%	1.7 mm	18.4 kph	8.0
Dong Nai	25/05/2024	27.70 °C	80.0%	0.6 mm	11.5 kph	7.0
Ba Ria Vung Tau	25/05/2024	29.70 °C	76.0%	3.7 mm	17.6 kph	7.0
Tien Giang	25/05/2024	28.80 °C	75.0%	3.6 mm	21.2 kph	7.0
Tay Ninh	25/05/2024	31.80 °C	61.0%	0.8 mm	18.4 kph	8.0
Binh Duong	25/05/2024	27.40 °C	85.0%	2.7 mm	15.5 kph	7.0
Ho Chi Minh City	26/05/2024	31.40 °C	64.0%	4.7 mm	15.5 kph	8.0
Binh Phuoc	26/05/2024	30.80 °C	67.0%	3.8 mm	16.6 kph	8.0
Dong Nai	26/05/2024	27.50 °C	82.0%	1.2 mm	9.0 kph	7.0
Ba Ria Vung Tau	26/05/2024	30.00 °C	73.0%	7.0 mm	24.8 kph	7.0
Tien Giang	26/05/2024	26.90 °C	84.0%	0.0 mm	14.4 kph	6.0
Tay Ninh	26/05/2024	31.60 °C	63.0%	4.5 mm	14.4 kph	8.0
Binh Duong	26/05/2024	27.80 °C	81.0%	3.1 mm	14.4 kph	7.0
Ho Chi Minh City	27/05/2024	32.00 °C	61.0%	1.2 mm	13.7 kph	8.0
Binh Phuoc	27/05/2024	31.40 °C	65.0%	1.4 mm	13.7 kph	8.0
Dong Nai	27/05/2024	31.00 °C	67.0%	0.0 mm	13.3 kph	8.0
Ba Ria Vung Tau	27/05/2024	30.20 °C	75.0%	12.2 mm	28.4 kph	7.0
Tien Giang	27/05/2024	27.00 °C	86.0%	0.0 mm	9.4 kph	6.0
Tay Ninh	27/05/2024	32.20 °C	60.0%	1.0 mm	17.6 kph	8.0
Binh Duong	27/05/2024	28.90 °C	76.0%	0.0 mm	15.8 kph	7.0
Ho Chi Minh City	28/05/2024	32.40 °C	58.0%	1.0 mm	20.2 kph	8.0
Binh Phuoc	28/05/2024	32.20 °C	59.0%	0.1 mm	22.0 kph	8.0
Dong Nai	28/05/2024	30.10 °C	65.0%	0.0 mm	14.0 kph	7.0
Ba Ria Vung Tau	28/05/2024	30.80 °C	73.0%	3.9 mm	24.1 kph	7.0
Tien Giang	28/05/2024	29.00 °C	76.0%	0.0 mm	7.2 kph	7.0
Tay Ninh	28/05/2024	31.90 °C	58.0%	3.1 mm	18.4 kph	8.0
Binh Duong	28/05/2024	29.80 °C	72.0%	0.9 mm	17.3 kph	7.0
Ho Chi Minh City	29/05/2024	30.40 °C	69.0%	5.4 mm	16.6 kph	7.0
Binh Phuoc	29/05/2024	30.70 °C	67.0%	0.9 mm	19.1 kph	7.0
Dong Nai	29/05/2024	32.10 °C	61.0%	0.0 mm	16.2 kph	8.0
Ba Ria Vung Tau	29/05/2024	30.20 °C	75.0%	17.1 mm	27.4 kph	7.0
Tien Giang	29/05/2024	29.20 °C	80.0%	0.1 mm	15.8 kph	7.0
Tay Ninh	29/05/2024	31.50 °C	62.0%	1.4 mm	22.0 kph	7.0
Binh Duong	29/05/2024	29.10 °C	73.0%	1.3 mm	13.0 kph	7.0
Ho Chi Minh City	30/05/2024	31.30 °C	63.0%	1.6 mm	22.0 kph	8.0
Binh Phuoc	30/05/2024	30.80 °C	66.0%	0.5 mm	21.2 kph	7.0
Dong Nai	30/05/2024	31.20 °C	70.0%	9.8 mm	15.1 kph	8.0
Ba Ria Vung Tau	30/05/2024	30.30 °C	74.0%	13.2 mm	24.1 kph	7.0
Tien Giang	30/05/2024	27.90 °C	86.0%	28.4 mm	22.7 kph	7.0
Tay Ninh	30/05/2024	31.40 °C	60.0%	0.5 mm	28.4 kph	8.0
Binh Duong	30/05/2024	29.60 °C	74.0%	2.2 mm	15.8 kph	7.0
Ho Chi Minh City	31/05/2024	29.60 °C	72.0%	22.6 mm	15.1 kph	7.0
Binh Phuoc	31/05/2024	30.20 °C	69.0%	10.5 mm	19.8 kph	7.0
Dong Nai	31/05/2024	25.40 °C	94.0%	77.9 mm	14.8 kph	6.0
Ba Ria Vung Tau	31/05/2024	28.90 °C	78.0%	45.4 mm	29.2 kph	7.0
Tien Giang	31/05/2024	26.10 °C	81.0%	6.7 mm	15.5 kph	6.0
Tay Ninh	31/05/2024	30.80 °C	65.0%	2.2 mm	19.4 kph	8.0
Binh Duong	31/05/2024	28.00 °C	79.0%	10.5 mm	16.6 kph	7.0
Ho Chi Minh City	01/06/2024	28.30 °C	78.0%	8.5 mm	13.7 kph	7.0
Binh Phuoc	01/06/2024	27.90 °C	82.0%	10.5 mm	11.9 kph	7.0
Dong Nai	01/06/2024	26.10 °C	88.0%	6.4 mm	10.4 kph	6.0
Ba Ria Vung Tau	01/06/2024	29.10 °C	76.0%	17.7 mm	17.6 kph	7.0
Tien Giang	01/06/2024	29.30 °C	67.0%	0.0 mm	15.1 kph	7.0
Tay Ninh	01/06/2024	28.80 °C	76.0%	7.6 mm	17.6 kph	7.0
Binh Duong	01/06/2024	26.80 °C	85.0%	0.1 mm	10.1 kph	6.0
Ho Chi Minh City	02/06/2024	29.40 °C	72.0%	1.3 mm	10.4 kph	7.0
Binh Phuoc	02/06/2024	29.10 °C	74.0%	1.7 mm	10.4 kph	7.0
Dong Nai	02/06/2024	26.80 °C	84.0%	1.8 mm	15.5 kph	6.0
Ba Ria Vung Tau	02/06/2024	28.60 °C	79.0%	3.1 mm	18.0 kph	6.0
Tien Giang	02/06/2024	29.40 °C	75.0%	2.6 mm	16.2 kph	7.0
Tay Ninh	02/06/2024	30.30 °C	66.0%	4.0 mm	13.3 kph	8.0
Binh Duong	02/06/2024	27.40 °C	83.0%	1.1 mm	10.4 kph	7.0
Ho Chi Minh City	03/06/2024	31.70 °C	60.0%	0.6 mm	16.2 kph	9.0
Binh Phuoc	03/06/2024	31.50 °C	61.0%	0.0 mm	15.8 kph	8.0
Dong Nai	03/06/2024	29.70 °C	69.0%	0.0 mm	19.1 kph	8.0
Ba Ria Vung Tau	03/06/2024	30.10 °C	73.0%	3.3 mm	23.4 kph	7.0
Tien Giang	03/06/2024	30.70 °C	72.0%	3.2 mm	16.2 kph	8.0
Tay Ninh	03/06/2024	32.20 °C	56.0%	0.0 mm	19.4 kph	9.0
Binh Duong	03/06/2024	29.20 °C	73.0%	1.1 mm	17.3 kph	7.0
Ho Chi Minh City	04/06/2024	31.60 °C	60.0%	2.0 mm	15.1 kph	8.0
Binh Phuoc	04/06/2024	30.70 °C	65.0%	0.7 mm	17.6 kph	8.0
Dong Nai	04/06/2024	30.90 °C	66.0%	0.2 mm	14.4 kph	8.0
Ba Ria Vung Tau	04/06/2024	30.00 °C	74.0%	2.9 mm	33.1 kph	7.0
Tien Giang	04/06/2024	27.30 °C	86.0%	20.5 mm	14.0 kph	6.0
Tay Ninh	04/06/2024	31.20 °C	62.0%	6.8 mm	25.6 kph	8.0
Binh Duong	04/06/2024	29.00 °C	74.0%	5.3 mm	19.8 kph	7.0
Ho Chi Minh City	05/06/2024	28.50 °C	74.0%	7.6 mm	15.5 kph	7.0
Binh Phuoc	05/06/2024	27.60 °C	80.0%	7.7 mm	17.3 kph	6.0
Dong Nai	05/06/2024	30.50 °C	66.0%	0.4 mm	10.4 kph	7.0
Ba Ria Vung Tau	05/06/2024	28.70 °C	77.0%	7.0 mm	23.4 kph	6.0
Tien Giang	05/06/2024	26.30 °C	87.0%	23.9 mm	19.1 kph	6.0
Tay Ninh	05/06/2024	29.00 °C	74.0%	0.5 mm	17.6 kph	7.0
Binh Duong	05/06/2024	29.20 °C	73.0%	1.7 mm	18.7 kph	7.0
Ho Chi Minh City	06/06/2024	29.20 °C	70.0%	9.4 mm	14.4 kph	7.0
Binh Phuoc	06/06/2024	28.30 °C	74.0%	10.3 mm	11.9 kph	7.0
Dong Nai	06/06/2024	28.00 °C	85.0%	9.4 mm	15.1 kph	7.0
Ba Ria Vung Tau	06/06/2024	29.20 °C	73.0%	11.2 mm	24.8 kph	7.0
Tien Giang	06/06/2024	23.90 °C	91.0%	10.3 mm	11.2 kph	5.0
Tay Ninh	06/06/2024	30.70 °C	64.0%	2.9 mm	15.1 kph	8.0
Binh Duong	06/06/2024	28.40 °C	77.0%	1.9 mm	12.6 kph	7.0
Ho Chi Minh City	07/06/2024	31.20 °C	62.0%	5.1 mm	14.8 kph	8.0
Binh Phuoc	07/06/2024	31.00 °C	64.0%	4.2 mm	18.7 kph	8.0
Dong Nai	07/06/2024	28.90 °C	77.0%	0.0 mm	8.6 kph	8.0
Ba Ria Vung Tau	07/06/2024	30.00 °C	73.0%	3.9 mm	22.0 kph	7.0
Tien Giang	07/06/2024	27.20 °C	85.0%	8.5 mm	10.1 kph	7.0
Tay Ninh	07/06/2024	32.00 °C	57.0%	0.9 mm	25.6 kph	8.0
Binh Duong	07/06/2024	28.80 °C	74.0%	1.4 mm	16.6 kph	7.0
Ho Chi Minh City	08/06/2024	30.50 °C	67.0%	5.7 mm	13.7 kph	7.0
Binh Phuoc	08/06/2024	30.70 °C	66.0%	13.0 mm	16.2 kph	8.0
Dong Nai	08/06/2024	29.90 °C	70.0%	0.0 mm	9.4 kph	7.0
Ba Ria Vung Tau	08/06/2024	29.70 °C	74.0%	12.3 mm	24.1 kph	7.0
Tien Giang	08/06/2024	27.40 °C	89.0%	28.3 mm	8.6 kph	6.0
Tay Ninh	08/06/2024	32.00 °C	57.0%	1.3 mm	21.6 kph	8.0
Binh Duong	08/06/2024	28.30 °C	77.0%	10.5 mm	18.4 kph	7.0
Ho Chi Minh City	09/06/2024	27.70 °C	79.0%	18.6 mm	15.8 kph	7.0
Binh Phuoc	09/06/2024	28.00 °C	77.0%	21.3 mm	16.9 kph	7.0
Dong Nai	09/06/2024	29.60 °C	70.0%	1.0 mm	11.5 kph	7.0
Ba Ria Vung Tau	09/06/2024	28.20 °C	78.0%	18.2 mm	24.8 kph	6.0
Tien Giang	09/06/2024	27.90 °C	84.0%	20.7 mm	15.5 kph	7.0
Tay Ninh	09/06/2024	30.40 °C	62.0%	0.3 mm	27.7 kph	7.0
Binh Duong	09/06/2024	28.20 °C	79.0%	5.8 mm	17.3 kph	7.0
Ho Chi Minh City	10/06/2024	26.50 °C	83.0%	11.6 mm	25.2 kph	7.0
Binh Phuoc	10/06/2024	26.40 °C	83.0%	7.9 mm	28.4 kph	7.0
Dong Nai	10/06/2024	29.20 °C	76.0%	2.4 mm	10.4 kph	7.0
Ba Ria Vung Tau	10/06/2024	27.70 °C	79.0%	16.3 mm	34.2 kph	7.0
Tien Giang	10/06/2024	27.30 °C	88.0%	37.5 mm	13.3 kph	7.0
Tay Ninh	10/06/2024	26.80 °C	81.0%	10.1 mm	34.2 kph	7.0
Binh Duong	10/06/2024	28.10 °C	79.0%	18.8 mm	17.3 kph	7.0
Ho Chi Minh City	11/06/2024	29.20 °C	70.0%	6.2 mm	16.6 kph	7.0
Binh Phuoc	11/06/2024	29.10 °C	69.0%	2.1 mm	19.1 kph	7.0
Dong Nai	11/06/2024	29.40 °C	72.0%	0.0 mm	16.6 kph	8.0
Ba Ria Vung Tau	11/06/2024	28.70 °C	76.0%	7.7 mm	26.3 kph	7.0
Tien Giang	11/06/2024	28.50 °C	84.0%	5.3 mm	14.0 kph	7.0
Tay Ninh	11/06/2024	28.70 °C	72.0%	8.0 mm	23.0 kph	7.0
Binh Duong	11/06/2024	28.70 °C	76.0%	4.3 mm	17.6 kph	7.0
Ho Chi Minh City	12/06/2024	30.60 °C	63.0%	0.0 mm	16.9 kph	8.0
Binh Phuoc	12/06/2024	30.40 °C	63.0%	0.0 mm	19.8 kph	8.0
Dong Nai	12/06/2024	30.40 °C	66.0%	0.0 mm	20.5 kph	8.0
Ba Ria Vung Tau	12/06/2024	29.90 °C	72.0%	0.1 mm	22.0 kph	7.0
Tien Giang	12/06/2024	31.10 °C	73.0%	0.3 mm	18.4 kph	8.0
Tay Ninh	12/06/2024	30.90 °C	60.0%	0.1 mm	18.0 kph	8.0
Binh Duong	12/06/2024	29.50 °C	72.0%	0.0 mm	16.9 kph	7.0
Ho Chi Minh City	13/06/2024	31.00 °C	62.0%	0.1 mm	15.8 kph	8.0
Binh Phuoc	13/06/2024	30.40 °C	65.0%	0.5 mm	15.8 kph	8.0
Dong Nai	13/06/2024	31.80 °C	58.0%	0.0 mm	19.4 kph	9.0
Ba Ria Vung Tau	13/06/2024	30.10 °C	72.0%	0.5 mm	20.5 kph	7.0
Tien Giang	13/06/2024	31.50 °C	70.0%	0.0 mm	10.8 kph	8.0
Tay Ninh	13/06/2024	31.40 °C	58.0%	0.0 mm	16.9 kph	8.0
Binh Duong	13/06/2024	29.80 °C	69.0%	0.0 mm	14.8 kph	8.0
Ho Chi Minh City	14/06/2024	31.20 °C	63.0%	0.3 mm	19.4 kph	8.0
Binh Phuoc	14/06/2024	30.60 °C	66.0%	0.4 mm	19.1 kph	8.0
Dong Nai	14/06/2024	32.00 °C	57.0%	0.0 mm	19.1 kph	9.0
Ba Ria Vung Tau	14/06/2024	29.80 °C	75.0%	1.4 mm	29.9 kph	7.0
Tien Giang	14/06/2024	31.70 °C	65.0%	4.2 mm	16.6 kph	8.0
Tay Ninh	14/06/2024	31.60 °C	59.0%	0.6 mm	25.9 kph	8.0
Binh Duong	14/06/2024	29.60 °C	69.0%	3.3 mm	19.1 kph	8.0
Ho Chi Minh City	15/06/2024	30.90 °C	66.0%	12.5 mm	15.8 kph	8.0
Binh Phuoc	15/06/2024	31.00 °C	65.0%	7.5 mm	16.6 kph	8.0
Dong Nai	15/06/2024	31.50 °C	65.0%	0.0 mm	10.8 kph	8.0
Ba Ria Vung Tau	15/06/2024	30.40 °C	72.0%	11.0 mm	20.2 kph	7.0
Tien Giang	15/06/2024	28.30 °C	84.0%	2.5 mm	10.8 kph	7.0
Tay Ninh	15/06/2024	31.50 °C	62.0%	4.1 mm	22.7 kph	8.0
Binh Duong	15/06/2024	28.80 °C	75.0%	24.9 mm	19.1 kph	7.0
Ho Chi Minh City	16/06/2024	30.70 °C	65.0%	5.0 mm	16.6 kph	8.0
Binh Phuoc	16/06/2024	30.60 °C	65.0%	1.7 mm	16.6 kph	8.0
Dong Nai	16/06/2024	30.30 °C	69.0%	0.1 mm	10.8 kph	8.0
Ba Ria Vung Tau	16/06/2024	29.80 °C	74.0%	17.2 mm	26.6 kph	7.0
Tien Giang	16/06/2024	27.10 °C	89.0%	7.6 mm	9.4 kph	6.0
Tay Ninh	16/06/2024	30.40 °C	68.0%	15.1 mm	22.7 kph	8.0
Binh Duong	16/06/2024	28.30 °C	73.0%	3.0 mm	20.5 kph	7.0
Ho Chi Minh City	17/06/2024	30.20 °C	65.0%	3.3 mm	18.4 kph	8.0
Binh Phuoc	17/06/2024	29.90 °C	67.0%	2.3 mm	18.7 kph	8.0
Dong Nai	17/06/2024	32.70 °C	57.0%	0.0 mm	17.3 kph	8.0
Ba Ria Vung Tau	17/06/2024	29.30 °C	74.0%	8.5 mm	24.1 kph	7.0
Tien Giang	17/06/2024	30.60 °C	77.0%	4.4 mm	10.4 kph	8.0
Tay Ninh	17/06/2024	30.40 °C	65.0%	1.7 mm	23.8 kph	8.0
Binh Duong	17/06/2024	28.40 °C	76.0%	25.6 mm	24.5 kph	7.0
Ho Chi Minh City	18/06/2024	29.90 °C	67.0%	1.9 mm	14.4 kph	8.0
Binh Phuoc	18/06/2024	30.00 °C	66.0%	2.0 mm	15.5 kph	8.0
Dong Nai	18/06/2024	32.50 °C	57.0%	0.1 mm	20.2 kph	8.0
Ba Ria Vung Tau	18/06/2024	29.10 °C	75.0%	13.2 mm	26.3 kph	7.0
Tien Giang	18/06/2024	30.60 °C	73.0%	7.0 mm	6.5 kph	8.0
Tay Ninh	18/06/2024	30.70 °C	63.0%	1.6 mm	24.1 kph	8.0
Binh Duong	18/06/2024	29.40 °C	73.0%	2.8 mm	19.1 kph	7.0
Ho Chi Minh City	19/06/2024	30.50 °C	64.0%	0.7 mm	19.8 kph	7.0
Binh Phuoc	19/06/2024	30.00 °C	66.0%	1.6 mm	21.6 kph	7.0
Dong Nai	19/06/2024	32.50 °C	57.0%	0.0 mm	21.2 kph	9.0
Ba Ria Vung Tau	19/06/2024	29.80 °C	72.0%	9.9 mm	25.6 kph	7.0
Tien Giang	19/06/2024	30.40 °C	75.0%	1.8 mm	14.0 kph	8.0
Tay Ninh	19/06/2024	30.90 °C	62.0%	0.7 mm	23.0 kph	7.0
Binh Duong	19/06/2024	29.60 °C	70.0%	1.9 mm	16.9 kph	7.0
Ho Chi Minh City	20/06/2024	28.30 °C	76.0%	17.5 mm	16.2 kph	7.0
Binh Phuoc	20/06/2024	28.80 °C	72.0%	6.0 mm	18.7 kph	7.0
Dong Nai	20/06/2024	33.00 °C	55.0%	0.0 mm	11.5 kph	9.0
Ba Ria Vung Tau	20/06/2024	28.70 °C	76.0%	13.8 mm	27.0 kph	7.0
Tien Giang	20/06/2024	32.30 °C	67.0%	0.1 mm	20.5 kph	8.0
Tay Ninh	20/06/2024	30.10 °C	63.0%	3.1 mm	20.9 kph	8.0
Binh Duong	20/06/2024	29.90 °C	68.0%	0.5 mm	16.2 kph	7.0
Ho Chi Minh City	21/06/2024	25.40 °C	91.0%	44.0 mm	12.2 kph	6.0
Binh Phuoc	21/06/2024	25.50 °C	91.0%	31.9 mm	14.0 kph	6.0
Dong Nai	21/06/2024	32.30 °C	61.0%	0.0 mm	14.8 kph	8.0
Ba Ria Vung Tau	21/06/2024	26.40 °C	87.0%	27.0 mm	28.8 kph	6.0
Tien Giang	21/06/2024	31.50 °C	72.0%	13.5 mm	20.5 kph	8.0
Tay Ninh	21/06/2024	27.10 °C	80.0%	8.0 mm	18.0 kph	6.0
Binh Duong	21/06/2024	29.10 °C	76.0%	2.7 mm	18.7 kph	7.0
Ho Chi Minh City	22/06/2024	26.70 °C	84.0%	23.7 mm	20.9 kph	7.0
Binh Phuoc	22/06/2024	26.30 °C	86.0%	14.7 mm	22.7 kph	6.0
Dong Nai	22/06/2024	31.10 °C	68.0%	1.1 mm	16.9 kph	8.0
Ba Ria Vung Tau	22/06/2024	27.00 °C	86.0%	25.8 mm	37.1 kph	6.0
